talk_id,title,description,speaker,recorded_date,published_date,event,duration,topic_names,views,files
995,Glorious visions in animation and performance,"Using animation, projections and her own moving shadow, Miwa Matreyek performs a gorgeous, meditative piece about inner and outer discovery. Take a quiet 10 minutes and dive in. With music from Anna Oxygen, Mirah, Caroline Lufkin and Mileece.",Miwa Matreyek,2010-07-14,2010-10-29T10:49:00Z,TEDGlobal 2010,654,"technology,design,performance,art,animation",975171,
996,7 ways games reward the brain,"We're bringing gameplay into more aspects of our lives, spending countless hours -- and real money -- exploring virtual worlds for imaginary treasures. Why? As Tom Chatfield shows, games are perfectly tuned to dole out rewards that engage the brain and keep us questing for more.",Tom Chatfield,2010-07-14,2010-11-01T09:17:00Z,TEDGlobal 2010,971,"culture,technology,entertainment,education,gaming",1381012,
997,E-voting without fraud,"David Bismark demos a new system for voting that contains a simple, verifiable way to prevent fraud and miscounting -- while keeping each person's vote secret.",David Bismark,2010-07-14,2010-11-02T08:14:00Z,TEDGlobal 2010,405,"culture,global issues,politics,technology,design,democracy,government",635825,
998,Saving the ocean one island at a time,"Aboard Mission Blue, scientist Greg Stone tells the story of how he helped the Republic of Kiribati to create an enormous protected area in the middle of the Pacific -- protecting fish, sealife and perhaps the island nation itself.",Greg Stone,2010-04-16,2010-11-03T07:49:00Z,Mission Blue Voyage,1019,"global issues,science,Mission Blue,ocean",548058,
1000,Re-engineering the brain,"In the quest to map the brain, many scientists have attempted the incredibly daunting task of recording the activity of each neuron. Gero Miesenboeck works backward -- manipulating specific neurons to figure out exactly what they do, through a series of stunning experiments that reengineer the way fruit flies percieve light.",Gero Miesenboeck,2010-07-16,2010-11-03T22:44:00Z,TEDGlobal 2010,1037,"science,biology,brain,neuroscience",772530,
1001,A one-man orchestra of the imagination,"Musical innovator Andrew Bird winds together his trademark violin technique with xylophone, vocals and sophisticated electronic looping. Add in his uncanny ability to whistle anything, and he becomes a riveting one-man orchestra.",Andrew Bird,2010-02-10,2010-11-05T14:24:00Z,TED2010,1143,"entertainment,music,performance",1515762,
1002,Teaching design for change,"Designer Emily Pilloton moved to rural Bertie County, in North Carolina, to engage in a bold experiment of design-led community transformation. She's teaching a design-build class called Studio H that engages high schoolers' minds and bodies while bringing smart design and new opportunities to the poorest county in the state.",Emily Pilloton,2010-07-16,2010-11-08T15:18:00Z,TEDGlobal 2010,986,"design,education,poverty",1105635,
945,Let the environment guide our development,"Human growth has strained the earth's resources, but as Johan Rockström reminds us, our advances also give us the science to recognize this and change behavior. His research has found nine ""planetary boundaries"" that can guide us in protecting our planet's many overlapping ecosystems.",Johan Rockström,2010-07-16,2010-08-31T08:42:00Z,TEDGlobal 2010,1073,"climate change,environment,global issues,cities,agriculture,Anthropocene",1954889,
946,The technology of the heart,"His Holiness the Karmapa talks about how he was discovered to be the reincarnation of a revered figure in Tibetan Buddhism. In telling his story, he urges us to work on not just technology and design, but the technology and design of the heart. He is translated onstage by Tyler Dewar.",His Holiness the Karmapa,2009-11-04,2010-09-01T08:48:00Z,TEDIndia 2009,1506,"culture,religion,happiness,brain,society,mindfulness",1066857,
947,Keep your goals to yourself,"After hitting on a brilliant new life plan, our first instinct is to tell someone, but Derek Sivers says it's better to keep goals secret. He presents research stretching as far back as the 1920s to show why people who talk about their ambitions may be less likely to achieve them.",Derek Sivers,2010-07-15,2010-09-02T08:47:00Z,TEDGlobal 2010,178,"psychology,storytelling,success,motivation,personal growth,self,goals",8116127,
948,The world's oldest living things,"Rachel Sussman shows photographs of the world's oldest continuously living organisms -- from 2,000-year-old brain coral off Tobago's coast to an ""underground forest"" in South Africa that has lived since before the dawn of agriculture.",Rachel Sussman,2010-07-15,2010-09-03T08:52:00Z,TEDGlobal 2010,831,"environment,nature,biology,photography,biodiversity,trees,fungi",1805114,
949,The child-driven education,"Education scientist Sugata Mitra tackles one of the greatest problems of education -- the best teachers and schools don't exist where they're needed most. In a series of real-life experiments from New Delhi to South Africa to Italy, he gave kids self-supervised access to the web and saw results that could revolutionize how we think about teaching.",Sugata Mitra,2010-07-15,2010-09-07T09:11:00Z,TEDGlobal 2010,1016,"global issues,technology,education,Internet,kids,international development",3455735,
950,Art of substance and absence,"Alwar Balasubramaniam's sculpture plays with time, shape, shadow, perspective: four tricky sensations that can reveal -- or conceal -- what's really out there. At TEDIndia, the artist shows slides of his extraordinary installations.",Alwar Balasubramaniam,2009-11-06,2010-09-08T08:38:00Z,TEDIndia 2009,994,"design,entertainment,art,visualizations,india",496884,
951,An independent diplomat,"After 15 years in the British diplomatic corps, Carne Ross became a ""freelance diplomat,"" running a bold nonprofit that gives small, developing and yet-unrecognized nations a voice in international relations. At the BIF-5 conference, he calls for a new kind of diplomacy that gives voice to small countries, that works with changing boundaries and that welcomes innovation.",Carne Ross,2009-10-10,2010-09-09T08:55:00Z,Business Innovation Factory,1221,"global issues,politics,innovation,Best of the Web",439665,
952,Why the live arts matter,"How can the magic of live theater, live music, live dance compete with the always-on Internet? Ben Cameron offers a bold look forward to a world where live arts matter more than ever -- to link humans together at a primal level of shared experience.",Ben Cameron,2010-02-26,2010-09-10T08:38:00Z,TEDxYYC,747,"entertainment,music,performance,education,theater,TEDx",608196,
953,This is broken,"Why are so many things broken? In a hilarious talk from the 2006 Gel conference, Seth Godin gives a tour of things poorly designed, the 7 reasons why they are that way, and how to fix them.",Seth Godin,2006-09-08,2010-09-10T17:02:00Z,Gel Conference,1214,"design,business,marketing",1096742,
954,Discovering ancient climates in oceans and ice,"Rob Dunbar hunts for data on our climate from 12,000 years ago, finding clues inside ancient seabeds and corals and inside ice sheets. His work is vital in setting baselines for fixing our current climate -- and in tracking the rise of deadly ocean acidification.",Rob Dunbar,2010-04-15,2010-09-13T08:26:00Z,Mission Blue Voyage,1077,"science,technology,Mission Blue,Antarctica,ocean",672476,
955,How web video powers global innovation,"TED's Chris Anderson says the rise of web video is driving a worldwide phenomenon he calls Crowd Accelerated Innovation -- a self-fueling cycle of learning that could be as significant as the invention of print. But to tap into its power, organizations will need to embrace radical openness. And for TED, it means the dawn of a whole new chapter ...",Chris Anderson,2010-07-15,2010-09-14T07:42:00Z,TEDGlobal 2010,1116,"global issues,science,technology,business,education,innovation,Internet",2028649,
957,Our natural sleep cycle is nothing like what we do now,"In today's world, balancing school, work, kids and more, most of us can only hope for the recommended eight hours of sleep. Examining the science behind our body's internal clock, Jessa Gamble reveals the surprising and substantial program of rest we should be observing.",Jessa Gamble,2010-07-15,2010-09-15T09:04:00Z,TEDGlobal 2010,224,"science,evolution,personal growth,self,humanity",3433578,
958,How social networks predict epidemics,"After mapping humans' intricate social networks, Nicholas Christakis and colleague James Fowler began investigating how this information could better our lives. Now, he reveals his hot-off-the-press findings: These networks can be used to detect epidemics earlier than ever, from the spread of innovative ideas to risky behaviors to viruses (like H1N1).",Nicholas Christakis,2010-06-21,2010-09-16T08:55:00Z,TED@Cannes,1057,"science,health,medicine,humanity,society,friendship",729164,
959,Hurdy-gurdy for beginners,"Caroline Phillips cranks out tunes on a seldom-heard folk instrument: the hurdy-gurdy, a.k.a. the wheel fiddle. A searching, Basque melody follows her fun lesson on its unique anatomy and 1,000-year history.",Caroline Phillips,2010-07-09,2010-09-17T08:29:00Z,TEDGlobal 2010,324,"culture,technology,music,performance,history",902054,
960,How pig parts make the world turn,"Christien Meindertsma, author of ""Pig 05049"" looks at the astonishing afterlife of the ordinary pig, parts of which make their way into at least 185 non-pork products, from bullets to artificial hearts.",Christien Meindertsma,2010-07-09,2010-09-20T08:43:00Z,TEDGlobal 2010,517,"design,engineering,business,food,consumerism,product design,medicine,books",1379284,
961,Where good ideas come from,"People often credit their ideas to individual ""Eureka!"" moments. But Steven Johnson shows how history tells a different story. His fascinating tour takes us from the ""liquid networks"" of London's coffee houses to Charles Darwin's long, slow hunch to today's high-velocity web.",Steven Johnson,2010-07-15,2010-09-21T08:50:00Z,TEDGlobal 2010,1048,"science,technology,collaboration,innovation,literature",5711342,
899,Hidden toxins in the fish we eat,"What's link between the ocean's health and our health? Marine biologist Stephen Palumbi shows how toxins at the bottom of the ocean food chain find their way into our bodies -- and tells a shocking story of toxic contamination in the fish market, where consumers were being tricked into buying fish that's not only mislabeled but unsafe.",Stephen Palumbi,2010-04-10,2010-06-30T09:11:00Z,Mission Blue Voyage,926,"science,health,fish,Mission Blue,ocean",470575,
900,A 3D atlas of the universe,"For the last 12 years, Carter Emmart has been coordinating the efforts of scientists, artists and programmers to build a complete 3D visualization of our known universe. He demos this stunning tour and explains how it's being shared with facilities around the world.",Carter Emmart,2010-02-11,2010-07-01T09:05:00Z,TED2010,400,"science,technology,art,astronomy,space",2101115,
901,"Don't build your home, grow it!","TED Fellow and urban designer Mitchell Joachim presents his vision for sustainable, organic architecture: eco-friendly abodes grown from plants and -- wait for it -- meat.",Mitchell Joachim,2010-02-12,2010-07-02T09:34:00Z,TED2010,159,"environment,design,architecture,urban planning,TED Fellows",1695031,
909,Fractals and the art of roughness,"At TED2010, mathematics legend Benoit Mandelbrot develops a theme he first discussed at TED in 1984 -- the extreme complexity of roughness, and the way that fractal math can find order within patterns that seem unknowably complicated.",Benoit Mandelbrot,2010-02-12,2010-07-06T09:20:00Z,TED2010,1012,math,1685860,
910,Obesity + hunger = 1 global food issue,"Co-creator of the philanthropic FEED bags, Ellen Gustafson says hunger and obesity are two sides of the same coin. In her talk, she launches The 30 Project -- a way to change how we farm and eat in the next 30 years, and solve the global food inequalities behind both epidemics.",Ellen  Gustafson,2010-05-07,2010-07-07T08:47:00Z,TEDxEast,552,"global issues,social change,food,health,TEDx",842619,
911,Life science in prison,"Nalini Nadkarni challenges our perspective on trees and prisons -- she says both can be more dynamic than we think. Through a partnership with the state of Washington, she brings science classes and conservation programs to inmates, with unexpected results.",Nalini Nadkarni,2010-02-11,2010-07-08T08:52:00Z,TED2010,290,"environment,sustainability,social change,nature,crime,prison,trees,ecology,plants",588995,
912,"Global population growth, box by box",The world's population will grow to 9 billion over the next 50 years -- and only by raising the living standards of the poorest can we check population growth. This is the paradoxical answer that Hans Rosling unveils at TED@Cannes using colorful new data display technology (you'll see).,Hans Rosling,2010-06-21,2010-07-09T08:15:00Z,TED@Cannes,587,"culture,global issues,poverty,demo,data,public speaking",5037258,
914,The oil spill's unseen villains -- and victims,"Even as the Deepwater Horizon tragedy unfolded, Carl Safina took the stage at TEDxOilSpill to share what the facts were known at the time. In a blood-boiling cross-examination, he suggests that the consequences will stretch far beyond the Gulf -- and many so-called solutions are making the situation worse.",Carl Safina,2010-06-28,2010-07-12T09:28:00Z,TEDxOilSpill,1179,"environment,energy,pollution,natural disaster,birds,TEDx,ocean,fossil fuels",875985,
915,When ideas have sex,"At TEDGlobal 2010, author Matt Ridley shows how, throughout history, the engine of human progress has been the meeting and mating of ideas to make new ideas. It's not important how clever individuals are, he says; what really matters is how smart the collective brain is.",Matt Ridley,2010-07-13,2010-07-14T11:20:00Z,TEDGlobal 2010,969,"technology,design,business,collaboration",2669830,
916,Listening to global voices,"Sure, the web connects the globe, but most of us end up hearing mainly from people just like ourselves. Blogger and technologist Ethan Zuckerman wants to help share the stories of the whole wide world. He talks about clever strategies to open up your Twitter world and read the news in languages you don't even know.",Ethan Zuckerman,2010-07-14,2010-07-15T10:22:00Z,TEDGlobal 2010,1168,"global issues,technology,communication,language,Internet,journalism",897151,
917,The politics of fiction,"Listening to stories widens the imagination; telling them lets us leap over cultural walls, embrace different experiences, feel what others feel. Elif Shafak builds on this simple idea to argue that fiction can overcome identity politics.",Elif Shafak,2010-07-14,2010-07-16T06:37:00Z,TEDGlobal 2010,1168,"culture,politics,storytelling,women,literature",2671156,
918,Why the world needs WikiLeaks,The controversial website WikiLeaks collects and posts highly classified documents and video. Founder Julian Assange talks to TED's Chris Anderson about how WikiLeaks operates and what drives their mission. The interview includes graphic footage of a US airstrike in Baghdad.,Julian Assange,2010-07-16,2010-07-19T10:04:00Z,TEDGlobal 2010,1156,"global issues,technology,military,communication,Middle East,journalism,surveillance",2996445,
919,Superheroes inspired by Islam,"In ""THE 99,"" Naif Al-Mutawa's new generation of comic book heroes fight more than crime -- they smash stereotypes and battle extremism. Named after the 99 attributes of Allah, his characters reinforce positive messages of Islam and cross cultures to create a new moral framework for confronting evil, even teaming up with the Justice League of America.",Naif Al-Mutawa,2010-07-13,2010-07-20T09:08:00Z,TEDGlobal 2010,1085,"culture,art,Islam",1018632,
920,How we found hundreds of potential Earth-like planets,"(NOTE: This talk was given in 2010, and this field of science has developed quickly since then. Read ""Corrections & Updates"" below for more details.) Astronomer Dimitar Sasselov and his colleagues search for Earth-like planets that may, someday, help us answer centuries-old questions about the origin and existence of biological life elsewhere (and on Earth). Preliminary results show that they have found 706 ""candidates"" -- some of which further research may prove to be planets with Earth-like geochemical characteristics.",Dimitar Sasselov,2010-07-15,2010-07-21T09:10:00Z,TEDGlobal 2010,1093,"technology,biology,astronomy,universe,Planets,telescopes,astrobiology,aliens",1327146,
921,A headset that reads your brainwaves,"Tan Le's astonishing new computer interface reads its user's brainwaves, making it possible to control virtual objects, and even physical electronics, with mere thoughts (and a little concentration). She demos the headset, and talks about its far-reaching applications.",Tan Le,2010-07-16,2010-07-21T12:36:00Z,TEDGlobal 2010,620,"technology,design,computers,entertainment,brain,UX design",2833465,
922,The bio-future of joint replacement,"Arthritis and injury grind down millions of joints, but few get the best remedy -- real biological tissue. Kevin Stone shows a treatment that could sidestep the high costs and donor shortfall of human-to-human transplants with a novel use of animal tissue.",Kevin Stone,2010-02-11,2010-07-22T14:44:00Z,TED2010,395,"technology,design,biology,future,medicine",596160,
855,Math class needs a makeover,"Today's math curriculum is teaching students to expect -- and excel at -- paint-by-numbers classwork, robbing kids of a skill more important than solving problems: formulating them. Dan Meyer shows classroom-tested math exercises that prompt students to stop and think.",Dan Meyer,2010-03-06,2010-05-13T08:23:00Z,TEDxNYED,682,"education,math,TEDx,teaching,kids",3025858,
856,"It's time for ""The Talk""","Despite her best efforts, comedian Julia Sweeney is forced to tell a little white lie when her 8-year-old begins learning about frog reproduction -- and starts to ask some very smart questions.",Julia Sweeney,2010-02-12,2010-05-14T09:00:00Z,TED2010,299,"comedy,humor,sex,kids",3902766,
857,Why believe in others,"In this rare clip from 1972, legendary psychiatrist and Holocaust-survivor Viktor Frankl delivers a powerful message about the human search for meaning -- and the most important gift we can give others.",Viktor Frankl,1972-05-14,2010-05-14T14:37:00Z,Toronto Youth Corps,262,"psychology,war,humanity",1421157,
859,Can we eat to starve cancer?,"(NOTE: This talk was given in 2010, and this field of science has developed quickly since then. Enjoy it as a piece of science history but not as the last word on this topic. Read ""Corrections & Updates"" below for more details.) William Li presents a new way to think about treating cancer and other diseases: anti-angiogenesis, preventing the growth of blood vessels that feed a tumor. The crucial first (and best) step: Eating cancer-fighting foods that cut off the supply lines and beat cancer at its own game.",William Li,2010-02-10,2010-05-17T08:29:00Z,TED2010,1185,"science,technology,food,cancer,medicine",5614734,
860,Why I'm a weekday vegetarian,"We all know the arguments that being vegetarian is better for the environment and for the animals -- but in a carnivorous culture, it can be hard to make the change. Graham Hill has a powerful, pragmatic suggestion: Be a weekday veg.",Graham Hill,2010-02-10,2010-05-18T07:45:00Z,TED2010,227,"culture,global issues,sustainability,food",3086275,
861,Pay attention to penguins,"Think of penguins as ocean sentinels, says Dee Boersma -- they're on the frontlines of sea change. Sharing stories of penguin life and culture, she suggests that we start listening to what penguins are telling us.",Dee Boersma,2010-04-10,2010-05-19T08:46:00Z,Mission Blue Voyage,892,"global issues,science,animals,birds,Mission Blue,ocean",464154,
862,Planning for the end of oil,"As the world's attention focuses on the perils of oil exploration, we present Richard Sears' talk from early February 2010. Sears, an expert in developing new energy resources, talks about our inevitable and necessary move away from oil. Toward ... what?",Richard Sears,2010-04-10,2010-05-20T10:53:00Z,TED2010,395,"science,sustainability,technology,energy,exploration,renewable energy",714200,
863,"Watch me unveil ""synthetic life""","Craig Venter and team make a historic announcement: they've created the first fully functioning, reproducing cell controlled by synthetic DNA. He explains how they did it and why the achievement marks the beginning of a new era for science.",Craig Venter,2010-05-21,2010-05-21T09:13:00Z,TED in the Field,1080,"science,technology,business,DNA,genetics,biology",1373336,
865,Bring on the learning revolution!,"In this poignant, funny follow-up to his fabled 2006 talk, Sir Ken Robinson makes the case for a radical shift from standardized schools to personalized learning -- creating conditions where kids' natural talents can flourish.",Sir Ken Robinson,2010-02-06,2010-05-24T09:06:00Z,TED2010,1060,"invention,education,creativity,kids",10499939,
866,Lessons from fashion's free culture,"Copyright law's grip on film, music and software barely touches the fashion industry ... and fashion benefits in both innovation and sales, says Johanna Blakley. In her talk, she talks about what all creative industries can learn from fashion's free culture.",Johanna Blakley,2010-04-13,2010-05-25T07:53:00Z,TEDxUSC,919,"culture,design,business,media,creativity,law,fashion,TEDx",1327082,
868,Inside a school for suicide bombers,Filmmaker Sharmeen Obaid-Chinoy takes on a terrifying question: How does the Taliban convince children to become suicide bombers? Propaganda footage from a training camp is intercut with her interviews of young camp graduates. A shocking vision.,Sharmeen Obaid-Chinoy,2010-02-10,2010-05-26T09:26:00Z,TED2010,472,"culture,politics,film,war,suicide,TED Fellows,kids",1233860,
869,HIV and flu -- the vaccine strategy,"Seth Berkley explains how smart advances in vaccine design, production and distribution are bringing us closer than ever to eliminating a host of global threats -- from AIDS to malaria to flu pandemics.",Seth Berkley,2010-02-05,2010-05-27T09:32:00Z,TED2010,1248,"global issues,disease,health,medicine,AIDS,Vaccines",734583,
870,Songs of secrets and city lights,"This haunting, intimate performance by European singer-songwriter Sophie Hunger features songs from her breakout debut ""Monday's Ghost"" and album ""1983.""",Sophie Hunger,2009-07-23,2010-05-28T09:21:00Z,TEDGlobal 2009,1367,"music,performance,cities,storytelling,poetry",637054,
871,Re-examining the remix,"Former ""young Republican"" Larry Lessig talks about what Democrats can learn about copyright from their opposite party, considered more conservative. A surprising lens on remix culture.",Lawrence Lessig,2010-04-10,2010-05-31T11:13:00Z,TEDxNYED,1108,"technology,music,law,TEDx,Internet",444267,
872,Pointing to the future of UI,"Minority Report science adviser and inventor John Underkoffler demos g-speak -- the real-life version of the film's eye-popping, tai chi-meets-cyberspace computer interface. Is this how tomorrow's computers will be controlled?",John Underkoffler,2010-02-11,2010-06-01T08:40:00Z,TED2010,905,"technology,design,invention,computers,film,visualizations,UX design",1921558,
805,"Music is medicine, music is sanity","Robert Gupta, violinist with the LA Philharmonic, talks about a violin lesson he once gave to a brilliant, schizophrenic musician -- and what he learned. Called back onstage later, Gupta plays his own transcription of the prelude from Bach's Cello Suite No. 1.",Robert Gupta,2010-02-10,2019-11-12T22:52:14Z,TED2010,549,"entertainment,music,performance,brain,mental health,TED Fellows",1454452,
873,The ocean's glory -- and horror,"Photographer Brian Skerry shoots life above and below the waves -- as he puts it, both the horror and the magic of the ocean. Sharing amazing, intimate shots of undersea creatures, he shows how powerful images can help make change.",Brian Skerry,2010-04-16,2010-06-01T21:36:00Z,Mission Blue Voyage,956,"science,fish,photography,Mission Blue,marine biology,ocean",1697407,
806,Why I do theater,"Patsy Rodenburg says the world needs actors more than ever. In this talk at Michael Howard Studios, she tells the story of a profound encounter that reveals the deeper role theater can play in people's lives.",Patsy Rodenburg,2008-10-09,2010-03-26T13:48:00Z,Michael Howard Studios,407,"psychology,theater,humanity",215418,
807,How to combat modern slavery,"In this moving yet pragmatic talk, Kevin Bales explains the business of modern slavery, a multibillion-dollar economy that underpins some of the worst industries on earth. He shares stats and personal stories from his on-the-ground research -- and names the price of freeing every slave on earth right now.",Kevin Bales,2010-02-12,2010-03-29T09:10:00Z,TED2010,1064,"global issues,business,economics,humanity,Slavery",1200638,
809,Teaching one child at a time,"Educating the poor is more than just a numbers game, says Shukla Bose. She tells the story of her groundbreaking Parikrma Humanity Foundation, which brings hope to India's slums by looking past the daunting statistics and focusing on treating each child as an individual.",Shukla Bose,2009-11-06,2010-03-30T09:25:00Z,TEDIndia 2009,966,"education,poverty,india,teaching,kids,international development",1300456,
811,"And now, the real news","How many of today's headlines will matter in 100 years? 1000? Kirk Citron's ""Long News"" project collects stories that not only matter today, but will resonate for decades -- even centuries -- to come. At TED2010, he highlights recent headlines with the potential to shape our future.",Kirk Citron,2010-02-11,2010-04-01T02:00:00Z,TED2010,185,"global issues,science,media,future,journalism",821398,
814,How to start a movement,"With help from some surprising footage, Derek Sivers explains how movements really get started. (Hint: it takes two.)",Derek Sivers,2010-02-11,2010-04-01T06:54:00Z,TED2010,172,"business,entertainment,marketing,dance,leadership,Internet",10572766,
815,What adults can learn from kids,"Child prodigy Adora Svitak says the world needs ""childish"" thinking: bold ideas, wild creativity and especially optimism. Kids' big dreams deserve high expectations, she says, starting with grownups' willingness to learn from children as much as to teach.",Adora Svitak,2010-02-13,2010-04-01T17:17:00Z,TED2010,476,"education,creativity,kids",7094604,
816,When games invade real life,"Games are invading the real world -- and the runaway popularity of Farmville and Guitar Hero is just the beginning, says Jesse Schell. At the DICE Summit, he makes a startling prediction: a future where 1-ups and experience points break ""out of the box"" and into every part of our daily lives.",Jesse Schell,2010-02-18,2010-04-03T08:32:00Z,DICE Summit 2010,1698,"technology,design,business,entertainment,consumerism,gaming",489084,
818,"Sex, drugs and HIV -- let's get rational","Armed with bracing logic, wit and her ""public-health nerd"" glasses, Elizabeth Pisani reveals the myriad of inconsistencies in today's political systems that prevent our dollars from effectively fighting the spread of HIV. Her research with at-risk populations -- from junkies in prison to sex workers on the street in Cambodia -- demonstrates the sometimes counter-intuitive measures that could stall the spread of this devastating disease.",Elizabeth Pisani,2010-02-12,2010-04-05T09:16:00Z,TED2010,1137,"global issues,health,health care,AIDS,sex",1772563,
819,The emotion behind invention,"Soldiers who've lost limbs in service face a daily struggle unimaginable to most of us. At TEDMED, Dean Kamen talks about the profound people and stories that motivated his work to give parts of their lives back with his design for a remarkable prosthetic arm.",Dean Kamen,2009-10-26,2010-04-06T08:41:00Z,TEDMED 2009,1155,"technology,design,health,health care,war,medicine,prosthetics",621665,
820,My seven species of robot -- and how we created them,"Meet seven all-terrain robots -- like the humanoid, soccer-playing DARwIn and the cliff-gripping CLIMBeR -- built by Dennis Hong's robotics team at RoMeLa, based at Virginia Tech. Watch to the end for the five creative secrets to his lab's success.",Dennis Hong,2009-09-10,2010-04-07T12:16:00Z,TEDxNASA,958,"science,technology,engineering,robots,AI,TEDx",2321607,
821,Every pollen grain has a story,"Pollen goes unnoticed by most of us, except when hay fever strikes. But microscopes reveal it comes in stunning colors and shapes -- and travels remarkably well. Jonathan Drori gives an up-close glimpse of these fascinating flecks of plant courtship.",Jonathan Drori,2010-02-11,2010-04-08T08:57:00Z,TED2010,415,"environment,biology,bees,sex,botany",511894,
823,Singing old poems to life,"Natalie Merchant sings from her poetry-inspired album ""Leave Your Sleep,"" which pairs lyrics from poets -- from Gerard Manley Hopkins to a near-forgotten 10-year-old girl in Brooklyn -- with simple melodies and her unmistakable voice. Stay for an encore performance of her hit ""Thank You,"" dedicated to a notable philanthropist in the audience.",Natalie Merchant,2010-02-12,2010-04-09T09:52:00Z,TED2010,1619,"music,performance,poetry,literature",1087613,
824,The danger of science denial,"Vaccine-autism claims, ""Frankenfood"" bans, the herbal cure craze: All point to the public's growing fear (and, often, outright denial) of science and reason, says Michael Specter. He warns the trend spells disaster for human progress.",Michael Specter,2010-02-11,2010-04-12T09:38:00Z,TED2010,972,"global issues,science,religion,medicine,writing",2357477,
762,The painter and the pendulum,"TED visits Tom Shannon in his Manhattan studio for an intimate look at his science-inspired art. An eye-opening, personal conversation with John Hockenberry reveals how nature's forces -- and the onset of Parkinson's tremors -- interact in his life and craft.","Tom Shannon, John Hockenberry",2009-05-05,2010-02-05T09:08:00Z,TED in the Field,784,"science,creativity,art,astronomy,space,illness",535530,
763,How to expose the corrupt,"Some of the world's most baffling social problems, says Peter Eigen, can be traced to systematic, pervasive government corruption, hand-in-glove with global companies. In his talk, Eigen describes the thrilling counter-attack led by his organization, Transparency International.",Peter Eigen,2009-11-30,2010-02-08T10:40:00Z,TEDxBerlin,955,"global issues,politics,corruption,TEDx,money",922973,
765,Teach every child about food,"Sharing powerful stories from his anti-obesity project in Huntington, West Virginia -- and a shocking image of the sugar we eat -- TED Prize winner Jamie Oliver makes the case for an all-out assault on our ignorance of food.",Jamie Oliver,2010-02-20,2010-02-11T15:36:00Z,TED2010,1291,"global issues,business,education,food,health",10800199,
766,Augmented-reality maps,"In a demo that drew gasps at TED2010, Blaise Aguera y Arcas demos new augmented-reality mapping technology from Microsoft.",Blaise Agüera y Arcas,2010-02-11,2010-02-13T09:54:00Z,TED2010,476,"technology,design,cities,virtual reality,maps",1904386,
768,The next age of government,"The leader of Britain's Conservative Party says we're entering a new era -- where governments themselves have less power (and less money) and people empowered by technology have more. Tapping into new ideas on behavioral economics, he explores how these trends could be turned into smarter policy.",David Cameron,2010-02-10,2010-02-15T14:23:00Z,TED2010,815,"global issues,politics,business",797109,
769,The opportunity of adversity,"The thesaurus might equate ""disabled"" with synonyms like ""useless"" and ""mutilated,"" but ground-breaking runner Aimee Mullins is out to redefine the word. Defying these associations, she shows how adversity -- in her case, being born without shinbones -- actually opens the door for human potential.",Aimee Mullins,2009-10-10,2010-02-17T09:02:00Z,TEDMED 2009,1301,"social change,health,activism,happiness,prosthetics,society",2810849,
767,Innovating to zero!,"At TED2010, Bill Gates unveils his vision for the world's energy future, describing the need for ""miracles"" to avoid planetary catastrophe and explaining why he's backing a dramatically different type of nuclear reactor. The necessary goal? Zero carbon emissions globally by 2050.",Bill Gates,2010-02-12,2010-02-18T01:00:00Z,TED2010,1652,"global issues,science,technology,invention,business,energy,electricity",8773413,
771,Four ways to fix a broken legal system,"The land of the free has become a legal minefield, says Philip K. Howard -- especially for teachers and doctors, whose work has been paralyzed by fear of suits. What's the answer? A lawyer himself, Howard has four propositions for simplifying US law.",Philip K. Howard,2010-02-13,2010-02-21T09:15:00Z,TED2010,1084,"design,business,health care,law",786211,
770,Technology's epic story,"In this wide-ranging, thought-provoking talk, Kevin Kelly muses on what technology means in our lives -- from its impact at the personal level to its place in the cosmos.",Kevin Kelly,2009-11-20,2010-02-19T09:13:00Z,TEDxAmsterdam,975,"technology,computers,history,TEDx",757240,
772,The wireless future of medicine,"Eric Topol says we'll soon use our smartphones to monitor our vital signs and chronic conditions. At TEDMED, he highlights several of the most important wireless devices in medicine's future -- all helping to keep more of us out of hospital beds.",Eric Topol,2009-10-10,2010-02-23T09:17:00Z,TEDMED 2009,1001,"technology,disease,health,health care,medicine,TEDMED",819717,
773,The world needs all kinds of minds,"Temple Grandin, diagnosed with autism as a child, talks about how her mind works -- sharing her ability to ""think in pictures,"" which helps her solve problems that neurotypical brains might miss. She makes the case that the world needs people on the autism spectrum: visual thinkers, pattern thinkers, verbal thinkers, and all kinds of smart geeky kids.",Temple Grandin,2010-02-10,2010-02-24T08:44:00Z,TED2010,1166,"science,technology,design,invention,education,animals,brain,mental health,Autism spectrum disorder",6876761,
776,How brains learn to see,"Pawan Sinha details his groundbreaking research into how the brain's visual system develops. Sinha and his team provide free vision-restoring treatment to children born blind, and then study how their brains learn to interpret visual data. The work offers insights into neuroscience, engineering and even autism.",Pawan Sinha,2009-11-05,2010-02-25T08:40:00Z,TEDIndia 2009,1086,"science,health care,biology,medicine,neuroscience,sight,india",982595,
777,My 5 lives as an artist,"With endearing honesty and vulnerability, Raghava KK tells the colorful tale of how art has taken his life to new places, and how life experiences in turn have driven his multiple reincarnations as an artist -- from cartoonist to painter, media darling to social outcast, and son to father.",Raghava KK,2010-02-12,2010-02-26T09:11:00Z,TED2010,1058,"culture,design,entertainment,art,india",907839,
